Kot Gangu rai	27	647	308625	760919	0
Kot Garewal	27	355	311522	758404	0
Kot Guman Singh	33	282	273863	816643	0
Kot Gurbakhsh	27	214	319840	749151	0
Kot Guru	27	542	300971	748140	0
Kotgal	20	134	205497	805673	0
Kotgal	20	134	201820	799564	0
Kotgal	15	603	126640	773898	0
Kotgaon	6	642	209056	812450	0
Kotgaon	19	568	226500	779621	0
Kotgaon	20	110	205294	794897	0
Kotgaon	33	33	254866	825878	0
Kotgaon	20	139	210958	795019	0
Kotgaon	20	110	206262	796886	0
Kotgaon	6	676	202366	812699	0
Kotgaon	6	627	209755	817325	0
Kotgaon	20	78	204326	749987	0
Kotgaon	6	517	217725	813363	0
Kotgaon	34	692	298342	798620	0
Kotgaon Upar	6	676	201967	812732	0
Kotgar	6	725	227011	821126	0
Kotgaranhalli	15	603	128442	772100	0
Kotgarh	12	460	313125	774797	0
Kotgarh	14	276	222115	855284	0
Kotgarh	6	393	214013	827956	0
Kotgarh	25	290	217484	836298	0
Kotgarha	34	413	296970	798784	0
Kotgarpalya	15	603	131137	771468	0
Kotgawandi	20	132	211935	776228	0
Kotge	15	59	143102	746389	0
Kotgi	34	589	301808	788581	0
Kotgial	20	138	187685	777906	0
Kotgial	15	167	180764	773401	0
Kotgialwadi	15	167	180809	772560	0
Kotgihalli	15	59	146395	747042	0
Kotgir	31	75	185724	778242	0
Kotgola	4	396	252430	866426	0
Kotgond Hunshi	15	655	152905	751494	0
Kotgondanhalli	15	603	130124	772877	0
Kotguda	6	578	193549	821215	0
Kotgyal	20	138	184763	774238	0
