Dhrangadhra	10	29	229917	714679	75578
Dhrol	10	143	225670	704177	26496
Dhraj	27	696	303099	753454	0
Dhrasanvel	10	130	222894	690390	0
Dhraunk	12	460	310852	775296	0
Dhraura	33	685	270517	809728	0
Dhreoli	12	460	309546	775456	0
Dhrmuwala	33	553	294511	785021	0
Dhrubganj	4	396	253624	870147	0
Dhrumal	25	372	207636	841795	0
Dhruvapara	6	578	188709	817795	0
Dhruvapara Bandemayi	6	392	187584	817578	0
